source_doc,page,row_index,serial_or_id,date,description,attorney,produced_to_defense,notes
EFTA00095751,0,42,3501.000-042,,Attachment to FBI intake report 3501.000-042,,2021.10.11,visual_only_manual_p00
EFTA00095751,0,43,3501.000-043,2019.07.17,FBI intake report (Twitter post),,2021.10.11,visual_only_manual_p00
EFTA00095751,0,44,3501.000-044,,Attachment to FBI intake report 3501.000-044,,2021.10.11,visual_only_manual_p00
EFTA00095751,0,45,3501.000-045,,Attachment to FBI intake report 3501.000-044,,2021.10.11,visual_only_manual_p00
EFTA00095751,0,46,3501.000-046,2019.07.31,FBI intake report (anonymous),,2021.10.11,visual_only_manual_p00
EFTA00095751,0,47,3501.000-047,2019.08.01,FBI intake report (Adrian Adrien),,2021.10.11,visual_only_manual_p00
EFTA00095751,0,48,3501.000-048,2019.08.01,FBI intake report (anonymous),,2021.10.11,visual_only_manual_p00
EFTA00095751,0,49,3501.000-049,2019.07.27,FBI intake report (anonymous),,2021.10.11,visual_only_manual_p00
EFTA00095751,0,50,3501.000-050,2019.08.11,FBI intake report (anonymous),,2021.10.11,visual_only_manual_p00
EFTA00095751,0,51,3501.000-051,2019.08.11,FBI intake report (Jay B.),,2021.10.11,visual_only_manual_p00
EFTA00095751,0,52,3501.000-052,2019.08.10,FBI intake report (anonymous),,2021.10.11,visual_only_manual_p00
EFTA00095751,0,53,3501.000-053,2019.08.17,FBI intake report (anonymous),,2021.10.11,visual_only_manual_p00
EFTA00095751,0,54,3501.000-054,2019.08.17,FBI intake report (anonymous),,2021.10.11,visual_only_manual_p00
EFTA00095751,0,55,3501.000-055,2019.08.12,FBI intake report (anonymous),,2021.10.11,visual_only_manual_p00
EFTA00095751,0,56,3501.000-056,2019.08.25,FBI intake report (anonymous),,2021.10.11,visual_only_manual_p00
EFTA00095751,0,57,3501.000-057,2019.08.28,FBI intake report (anonymous),,2021.10.11,visual_only_manual_p00
EFTA00095751,0,58,3501.000-058,2019.08.30,FBI intake report (anonymous),,2021.10.11,visual_only_manual_p00
EFTA00095751,0,59,3501.000-059,2019.09.10,FBI intake report (anonymous),,2021.10.11,visual_only_manual_p00
EFTA00095751,0,60,3501.000-060,2019.09.11,FBI intake report (anonymous),,2021.10.11,visual_only_manual_p00
EFTA00095751,0,61,3501.000-061,2020.07.02,FBI intake report (anonymous),,2021.10.11,visual_only_manual_p00
EFTA00095751,0,62,3501.000-062,2020.07.06,FBI intake report (anonymous),,2021.10.11,visual_only_manual_p00
EFTA00095751,0,63,3501.000-063,2020.07.06,FBI intake report (email tip),,2021.10.11,visual_only_manual_p00
EFTA00095751,0,64,3501.000-064,,Attachment to FBI intake report 3501.000-063,,2021.10.11,visual_only_manual_p00
EFTA00095751,0,65,3501.000-065,2020.07.08,FBI intake report (anonymous),,2021.10.11,visual_only_manual_p00
EFTA00095751,0,66,3501.000-066,2020.07.10,FBI intake report (anonymous),,2021.10.11,visual_only_manual_p00
EFTA00095751,0,67,3501.000-067,,Attachment to FBI intake report 3501.000-066,,2021.10.11,visual_only_manual_p00
EFTA00095751,0,68,3501.000-068,,Attachment to FBI intake report 3501.000-066,,2021.10.11,visual_only_manual_p00
EFTA00095751,0,69,3501.000-069,,Attachment to FBI intake report 3501.000-066,,2021.10.11,visual_only_manual_p00
EFTA00095751,0,70,3501.000-070,2020.07.10,FBI intake report (anonymous),,2021.10.11,visual_only_manual_p00
EFTA00095751,0,71,3501.000-071,,Attachment to FBI intake report 3501.000-070,,2021.10.11,visual_only_manual_p00
EFTA00095751,0,72,3501.000-072,,Attachment to FBI intake report 3501.000-070,,2021.10.11,visual_only_manual_p00
EFTA00095751,0,73,3501.000-073,,Attachment to FBI intake report 3501.000-070,,2021.10.11,visual_only_manual_p00
EFTA00095751,0,74,3501.000-074,2020.07.11,FBI intake report (anonymous),,2021.10.11,visual_only_manual_p00
EFTA00095751,0,75,3501.000-075,,Attachment to FBI intake report 3501.000-074,,2021.10.11,visual_only_manual_p00
EFTA00095751,0,76,3501.000-076,2020.07.12,FBI intake report (anonymous),,2021.10.11,visual_only_manual_p00
EFTA00095751,0,77,3501.000-077,2020.07.15,FBI intake report (email tip),,2021.10.11,visual_only_manual_p00
EFTA00095751,0,78,3501.000-078,2020.07.17,FBI intake report (anonymous),,2021.10.11,visual_only_manual_p00
EFTA00095751,0,79,3501.000-079,2020.07.16,FBI intake report (anonymous),,2021.10.11,visual_only_manual_p00
EFTA00095751,0,80,3501.000-080,2020.07.26,FBI intake report (anonymous),,2021.10.11,visual_only_manual_p00
EFTA00095751,0,81,3501.000-081,2020.07.27,FBI intake report (anonymous),,2021.10.11,visual_only_manual_p00
EFTA00095751,0,82,3501.000-082,,Attachment to FBI intake report 3501.000-081,,2021.10.11,visual_only_manual_p00
EFTA00095751,0,83,3501.000-083,,Attachment to FBI intake report 3501.000-081,,2021.10.11,visual_only_manual_p00
EFTA00095751,1,1,3501.000-084,,Attachment to FBI intake report 3501.000-081,,2021.10.11,visual_only_manual_p01
EFTA00095751,1,2,3501.000-085,2020.07.29,FBI intake report (anonymous),,2021.10.11,visual_only_manual_p01
EFTA00095751,1,3,3501.000-086,2020.07.29,FBI intake report (anonymous),,2021.10.11,visual_only_manual_p01
EFTA00095751,1,4,3501.000-087,2020.08.08,FBI intake report (anonymous),,2021.10.11,visual_only_manual_p01
EFTA00095751,1,5,3501.000-088,2019.07.08,Memo to file regarding Todd LNU,,2021.10.11,visual_only_manual_p01
EFTA00095751,1,6,3501.000-089,2020.11.10,Letter from [redacted],,2021.10.11,visual_only_manual_p01
EFTA00095751,1,7,3501.000-090 through 3501.000-126,,Anonymous Hotline Tips,,2021.10.11,visual_only_manual_p01
EFTA00095751,1,8,3501.000-127,,MySpace profile,,2021.10.11,visual_only_manual_p01
EFTA00095751,1,9,3501.000-128,2019.07.01,Handwritten notes,,2021.10.11,visual_only_manual_p01
EFTA00095751,1,10,3501.000-129,2021.09.23,Notes from call,,2021.10.11,visual_only_manual_p01
EFTA00095751,1,11,3501.000-130,2021.09.27,Email chain,,2021.10.11,visual_only_manual_p01
EFTA00095751,1,12,3501.000-131,,Handwritten notes,,2021.10.11,visual_only_manual_p01
EFTA00095751,1,13,3501.000-132,,Incident report,,2021.10.11,visual_only_manual_p01
EFTA00095751,1,14,3501.000-133,,Handwritten notes,,2021.10.11,visual_only_manual_p01
EFTA00095751,1,15,3501.000-134,,Handwritten notes,,2021.10.11,visual_only_manual_p01
EFTA00095751,1,16,3501.000-135,2020.07.13,Voicemail,,2021.10.25,visual_only_manual_p01
EFTA00095751,1,17,3501.000-136,2020.07.29,Email tip,,2021.10.25,visual_only_manual_p01
EFTA00095751,1,18,3501.000-137,2021.06.01,Voicemail,,2021.10.25,visual_only_manual_p01
EFTA00095751,1,19,3501.000-138,2021.08.18,Voicemail,,2021.10.25,visual_only_manual_p01
EFTA00095751,1,20,3501.000-139,2021.10.08,FBI intake report (anonymous),,2021.10.25,visual_only_manual_p01
EFTA00095751,1,21,3501.000-140,2021.10.08,FBI report (anonymous),,2021.10.25,visual_only_manual_p01
EFTA00095751,1,22,3501.000-141,,Letter,,2021.10.25,visual_only_manual_p01
EFTA00095751,1,23,3501.000-142,,Handwritten notes,,2021.10.25,visual_only_manual_p01
EFTA00095751,1,24,3501.000-143,,Handwritten notes,,2021.10.25,visual_only_manual_p01
EFTA00095751,1,25,3501.000-144,,Handwritten notes,,2021.10.25,visual_only_manual_p01
EFTA00095751,1,26,3501.000-145,2021.10.18,FBI report (anonymous),N/A,2021.11.06,visual_only_manual_p01
EFTA00095751,1,27,3501.001-001,2007.06.15,Florida Department of Highway Safety & Motor Vehicles (D.A.V.I.D.) Individual Summary Page for [redacted],N/A,2021.04.12,visual_only_manual_p01
EFTA00095751,1,28,3501.002-001,2005.11.17,Florida Department of Highway Safety & Motor Vehicles Individual Summary Page for [redacted],,2021.04.12,visual_only_manual_p01
EFTA00095751,1,29,3501.002-002,2006.07.13,Palm Beach Police Department Incident Report,,2021.04.12,visual_only_manual_p01
EFTA00095751,1,30,3501.002-003,2006.09.01,Palm Beach Police Department Incident Report,,2021.04.12,visual_only_manual_p01
EFTA00095751,1,31,3501.002-004,2019.07.13,Interview 302,,2021.04.12,visual_only_manual_p01
EFTA00095751,1,32,3501.002-005,2019.07.13,Interview Notes,,2021.04.12,visual_only_manual_p01
EFTA00095751,1,33,3501.002-006,2005.11.21,Notes from [redacted] statement,,2021.07.23,visual_only_manual_p01
EFTA00095751,1,34,3501.002-007,2019.07.13,Interview 302,N/A,2021.07.23,visual_only_manual_p01
EFTA00095751,1,35,3501.003-001,2008.06.06,Florida Department of Highway Safety & Motor Vehicles Individual Summary Page for [redacted],,2021.04.12,visual_only_manual_p01
EFTA00095751,1,36,3501.003-002,2008.06.06,Search Record,,2021.04.12,visual_only_manual_p01
EFTA00095751,1,37,3501.003-003,2008.07.01,Letter from [redacted],,2021.04.12,visual_only_manual_p01
EFTA00095751,1,38,3501.003-004,,Search Record,,2021.10.11,visual_only_manual_p01
EFTA00095751,1,39,3501.003-005,2008.07.04,Email from [redacted],,2021.10.11,visual_only_manual_p01
EFTA00095751,1,40,3501.003-006,2008.07.10,Letter from [redacted],,2021.10.11,visual_only_manual_p01
EFTA00095751,1,41,3501.003-007,2008.05.02,Letter from [redacted],,2021.10.11,visual_only_manual_p01
EFTA00095751,1,42,3501.003-008,2008.12.05,Letter from [redacted],[redacted],2021.10.11,visual_only_manual_p01
EFTA00095751,2,1,3501.005-001,2019.08.13,Randy Amparo interview 302,N/A,2021.04.12,visual_only_manual_p02
EFTA00095751,2,2,3501.005-002,2019.08.13,Randy Amparo interview notes,N/A,2021.04.12,visual_only_manual_p02
EFTA00095751,2,3,3501.006-001,2006.03.08,Florida D.A.V.I.D. Individual Summary Page for [redacted],,2021.04.12,visual_only_manual_p02
EFTA00095751,2,4,3501.006-002,2006.03.09,Florida D.A.V.I.D. Historical Driver License Activity for [redacted],Tatiana Martins,2021.04.12,visual_only_manual_p02
EFTA00095751,2,5,3501.007-001,2019.08.13,[redacted] interview 302,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,6,3501.007-002,2019.08.13,[redacted] interview notes,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,7,3501.007-003,2019.08.13,Recording of [redacted] interview,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,8,3501.007-004,2019.08.22,FBI report documenting recording of [redacted] interviews,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,9,3501.007-005,2019.08.27,FBI report regarding [redacted],,2021.04.12,visual_only_manual_p02
EFTA00095751,2,10,3501.007-006,2019.08.27,Incident Summary Report,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,11,3501.007-007,2019.08.27,Incident Summary Report,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,12,3501.007-008,2019.08.27,Recording of [redacted] phone call to FBI,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,13,3501.007-009,2019.08.27,Text file regarding [redacted] statement,N/A,2021.07.23,visual_only_manual_p02
EFTA00095751,2,14,3501.007-010,2019.08.27,FBI report document [redacted] statement,N/A,2021.07.23,visual_only_manual_p02
EFTA00095751,2,15,3501.008-001,2019.08.13,[redacted] interview 302,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,16,3501.008-002,2019.08.13,[redacted] interview notes,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,17,3501.008-003,2019.08.13,FBI report regarding [redacted],,2021.04.12,visual_only_manual_p02
EFTA00095751,2,18,3501.008-004,2019.07.12,[redacted] interview 302,Daniel Kaiser,2021.07.23,visual_only_manual_p02
EFTA00095751,2,19,3501.009-001,2006.07.13,Palm Beach Police Department Incident report,N/A,2021.04.12,visual_only_manual_p02
EFTA00095751,2,20,3501.010-001,2006.07.13,Palm Beach Police Department incident report,N/A,2021.04.12,visual_only_manual_p02
EFTA00095751,2,21,3501.011-001,2005.10.18,Florida D.A.V.I.D. Individual Summary page for Janusz Banasiak,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,22,3501.011-002,2006.05.08,Probable Cause Affidavit Regarding Jeffrey Epstein,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,23,3501.011-003,2006.07.13,Palm Beach Police Department Incident Report,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,24,3501.011-004,2006.12.04,Law Enforcement Report Regarding Janusz Banasiak,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,25,3501.011-005,2006.12.04,Florida D.A.V.I.D. Individual summary page for Janusz Banasiak,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,26,3501.011-006,2006.12.04,Florida D.A.V.I.D. Intranet Records Information System page for Janusz Banasiak,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,27,3501.011-007,2006.12.04,Research report regarding Janusz Banasiak,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,28,3501.011-008,2007.01.11,Janusz Banasiak interview 302 and notes,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,29,3501.011-009,2007.01.22,Janusz Banasiak interview report,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,30,3501.011-010,2007.01.24,Letter from [redacted] to Michael Salnick,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,31,3501.011-011,2007.02.02,Petty cash records for Janusz Banasiak,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,32,3501.011-012,2007.02.02,Janusz Banasiak interview 302,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,33,3501.011-013,2007.02.02,Janusz Banasiak interview notes,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,34,3501.011-014,2007.02.04,FBI report regarding Janusz Banasiak interview,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,35,3501.011-015,2007.03.06,Transcript of [redacted] testimony,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,36,3501.011-016,2007.05.30,Transcript of [redacted] testimony,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,37,3501.011-017,2007.07.30,[redacted] declaration,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,38,3501.011-018,2008.03.25,Court Order from Palm Beach County Court to Janusz Banasiak,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,39,3501.011-019,2008.04.29,Testimony of [redacted],,2021.04.12,visual_only_manual_p02
EFTA00095751,2,40,3501.011-020,2010.02.16,Deposition of Janusz Banasiak,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,41,3501.011-021,,Janusz Banasiak driver's license,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,42,3501.011-022,2005.10.18,Florida D.A.V.I.D. Individual Summary page for Janusz Banasiak,,2021.07.23,visual_only_manual_p02
EFTA00095751,2,43,3501.011-023,2005.12.23,Car rental receipt,,2021.07.23,visual_only_manual_p02
EFTA00095751,2,44,3501.011-024,2006.01.11,Memo from Michael Salnick to Daliah Weiss re: Janusz Banasiak,,2021.07.23,visual_only_manual_p02
EFTA00095751,2,45,3501.011-025,2006.01.30,Car rental records,,2021.07.23,visual_only_manual_p02
EFTA00095751,2,46,3501.011-026,2007.01.22,FBI report documenting interview with Janusz Banasiak,,2021.07.23,visual_only_manual_p02
EFTA00095751,2,47,3501.011-027,2007.01.04,FBI report documenting interview with Janusz Banasiak,,2021.07.23,visual_only_manual_p02
EFTA00095751,2,48,3501.011-028,2010.01.10,Deposition exhibit 1,,2021.07.23,visual_only_manual_p02
EFTA00095751,2,49,3501.011-029,2010.02.16,Deposition exhibit 2,,2021.07.23,visual_only_manual_p02
EFTA00095751,2,50,3501.011-030,2010.02.16,Deposition exhibit 3,,2021.07.23,visual_only_manual_p02
EFTA00095751,2,51,3501.011-031,2010.02.16,Deposition exhibit 4,,2021.07.23,visual_only_manual_p02
EFTA00095751,2,52,3501.011-032,2010.20.19,Deposition exhibit 5,N/A,2021.07.23,visual_only_manual_p02
EFTA00095751,2,53,3501.012-001,2019.07.29,Richard Barnett interview 302,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,54,3501.012-002,2019.07.29,Richard Barnett interview notes,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,55,3501.012-003,2019.09.16,Richard Barnett interview 302,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,56,3501.012-004,2019.09.16,Richard Barnett interview notes,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,57,3501.012-005,2019.09.16,Richard Barnett proffer agreement,N/A,2021.04.12,visual_only_manual_p02
EFTA00095751,2,58,3501.013-001,2007.06.04,[redacted] interview notes,,2021.04.12,visual_only_manual_p02
EFTA00095751,2,59,3501.013-002,2007.06.04,[redacted] interview 302,,2021.04.12,visual_only_manual_p02
EFTA00095751,3,1,3501.013-003,2007.06.12,Report on interview of [redacted],N/A,2021.04.12,visual_only_manual_p03
EFTA00095751,3,2,3501.014-001,2004.03.24,Victim list,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,3,3501.014-002,2006.02.12,Florida D.A.V.I.D. Individual Summary Page for [redacted],,2021.04.12,visual_only_manual_p03
EFTA00095751,3,4,3501.014-003,2006.05.01,Probable Cause Affidavit Regarding Jeffrey Epstein,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,5,3501.014-004,2006.07.13,Palm Beach Police Department Incident Report,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,6,3501.014-005,2006.07.27,Florida D.A.V.I.D. Individual Summary Page for [redacted],,2021.04.12,visual_only_manual_p03
EFTA00095751,3,7,3501.014-006,2006.08.02,Law enforcement report for [redacted],,2021.04.12,visual_only_manual_p03
EFTA00095751,3,8,3501.014-007,2006.08.02,Search record for [redacted],,2021.04.12,visual_only_manual_p03
EFTA00095751,3,9,3501.014-008,2006.08.08,FBI report documenting victim information,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,10,3501.014-009,2006.08.11,Letter from [redacted] to [redacted],,2021.04.12,visual_only_manual_p03
EFTA00095751,3,11,3501.014-010,2006.08.16,[redacted] assignment history,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,12,3501.014-011,2006.08.26,Palm Beach Police Department Evidence/Property Tracking Report,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,13,3501.014-012,2006.08.28,Palm Beach Police Department Property Receipt,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,14,3501.014-013,2006.08.31,[redacted] interview 302,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,15,3501.014-014,2006.08.31,[redacted] interview notes,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,16,3501.014-015,2006.08.31,[redacted] interview,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,17,3501.014-016,2006.09.01,FBI letter to [redacted],,2021.04.12,visual_only_manual_p03
EFTA00095751,3,18,3501.014-017,2006.10.09,[redacted] MySpace page,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,19,3501.014-018,2006.10.03,[redacted] MySpace page,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,20,3501.014-019,2007.02.06,Transcript of [redacted] testimony,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,21,3501.014-020,2007.02.11,Florida D.A.V.I.D. Individual Summary Page for [redacted],,2021.04.12,visual_only_manual_p03
EFTA00095751,3,22,3501.014-021,2007.02.27,Transcript of [redacted] testimony,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,23,3501.014-022,2007.03.15,Letter from [redacted] to [redacted],,2021.04.12,visual_only_manual_p03
EFTA00095751,3,24,3501.014-023,2007.03.15,[redacted] interview 302,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,25,3501.014-024,2007.03.15,[redacted] interview notes,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,26,3501.014-025,2007.03.16,[redacted] interview report,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,27,3501.014-026,2007.03.21,FBI letter to [redacted],,2021.04.12,visual_only_manual_p03
EFTA00095751,3,28,3501.014-027,2007.05.08,Transcript of [redacted] testimony,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,29,3501.014-028,2007.05.22,Transcript of [redacted] testimony,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,30,3501.014-029,2007.05.31,[redacted] MySpace page,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,31,3501.014-030,2007.06.11,FBI child exploitation investigation notes/analysis,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,32,3501.014-031,2007.06.12,Florida D.A.V.I.D. Motor Vehicle Status for [redacted] June 12 2007,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,33,3501.014-032,2007.06.12,Record search for [redacted],,2021.04.12,visual_only_manual_p03
EFTA00095751,3,34,3501.014-033,2007.06.12,National Comprehensive Report of [redacted],,2021.04.12,visual_only_manual_p03
EFTA00095751,3,35,3501.014-034,2007.07.20,Florida D.A.V.I.D Individual Summary Page for [redacted],,2021.04.12,visual_only_manual_p03
EFTA00095751,3,36,3501.014-035,2007.11.28,FBI child exploitation investigation notes/analysis,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,37,3501.014-036,2007.12.13,FBI request for travel to conduct interviews,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,38,3501.014-037,2008.01.17,Notice of deposition of [redacted] to [redacted],,2021.04.12,visual_only_manual_p03
EFTA00095751,3,39,3501.014-038,2008.03.18,Transcript of [redacted] testimony,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,40,3501.014-039,2008.04.29,Transcript of [redacted] testimony,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,41,3501.014-040,2008.07.03,Victim List,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,42,3501.014-041,2008.07.21,Letter from [redacted] to [redacted],,2021.04.12,visual_only_manual_p03
EFTA00095751,3,43,3501.014-042,2008.21.09,Letter from [redacted] to [redacted],,2021.04.12,visual_only_manual_p03
EFTA00095751,3,44,3501.014-043,2008.12.04,FBI memorandum regarding victim assistance program,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,45,3501.014-044,2008.12.04,FBI memorandum regarding interview of [redacted],,2021.04.12,visual_only_manual_p03
EFTA00095751,3,46,3501.014-045,2008.12.04,FBI memorandum regarding communication with [redacted],,2021.04.12,visual_only_manual_p03
EFTA00095751,3,47,3501.014-046,2019.07.23,FBI documentation regarding attempted contact with [redacted],,2021.04.12,visual_only_manual_p03
EFTA00095751,3,48,3501.014-047,2019.10.15,[redacted] interview 302,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,49,3501.014-048,2019.10.15,[redacted] interview notes,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,50,3501.014-049,,[redacted] birth certificate,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,51,3501.014-050,,Photos of Jane Does 1-19,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,52,3501.014-051,,[redacted] identifying information,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,53,3501.014-052,,Photographs of victims,,2021.04.12,visual_only_manual_p03
EFTA00095751,3,54,3501.014-053,2006.02.14,Audio file (full tape recording side A),,2021.07.23,visual_only_manual_p03
EFTA00095751,3,55,3501.014-054,2006.02.14,Audio file (clip of tape recording),,2021.07.23,visual_only_manual_p03
