source_doc,page,row_index,serial_or_id,date,description,attorney,produced_to_defense,notes
EFTA00010025,2,205,3505-014,2007.09.07,Search records,,2021.10.11,visual_only_manual_p02
EFTA00010025,2,206,3505-015,2007.09.07,Criminal history check,,2021.10.11,visual_only_manual_p02
EFTA00010025,2,207,3505-016,2007.09.07,Criminal history check,,2021.10.11,visual_only_manual_p02
EFTA00010025,2,208,3505-017,2008.01.10,Letter,,2021.10.11,visual_only_manual_p02
EFTA00010025,2,209,3505-018,2008.03.18,Transcript,,2021.10.11,visual_only_manual_p02
EFTA00010025,2,210,3505-019,2008.06.19,Starr submission to DAG,,2021.10.11,visual_only_manual_p02
EFTA00010025,2,211,3505-020,2008.06.30,Letter,,2021.10.11,visual_only_manual_p02
EFTA00010025,2,212,3505-021,2008.07.10,Letter,,2021.10.11,visual_only_manual_p02
EFTA00010025,2,213,3505-022,2008.07.10,Letter,,2021.10.11,visual_only_manual_p02
EFTA00010025,2,214,3505-023,2008.09.02,Letter,,2021.10.11,visual_only_manual_p02
EFTA00010025,2,215,3505-024,2008.12.05,Letter,,2021.10.11,visual_only_manual_p02
EFTA00010025,2,216,3505-025,2009.02.09,Complaint,,2021.10.11,visual_only_manual_p02
EFTA00010025,2,217,3505-026,2009.02.13,Plaintiff response,,2021.10.11,visual_only_manual_p02
EFTA00010025,2,218,3505-027,2009.03.23,Plaintiff notice,,2021.10.11,visual_only_manual_p02
EFTA00010025,2,219,3505-028,2009.06.17,Letter,,2021.10.11,visual_only_manual_p02
EFTA00010025,2,220,3505-029,2009.06.17,Letter,,2021.10.11,visual_only_manual_p02
EFTA00010025,2,221,3505-030,2009.08.13,Transcript,,2021.10.11,visual_only_manual_p02
EFTA00010025,2,222,3505-031,2009.08.31,Transcript,,2021.10.11,visual_only_manual_p02
EFTA00010025,2,223,3505-032,2009.08.31,Summary report,,2021.10.11,visual_only_manual_p02
EFTA00010025,2,224,3505-033,2009.09.10,Medical records,,2021.10.11,visual_only_manual_p02
EFTA00010025,2,225,3505-034,2009.10.20,Questionnaire,,2021.10.11,visual_only_manual_p02
EFTA00010025,2,226,3505-035,2009.10.21,Transcript,,2021.10.11,visual_only_manual_p02
EFTA00010025,2,227,3505-036,2009.10.21,Medical examination,,2021.10.11,visual_only_manual_p02
EFTA00010025,2,228,3505-037,2009.10.24,Notes,,2021.10.11,visual_only_manual_p02
EFTA00010025,2,229,3505-038,2009.11.06,Plaintiff's Notice,,2021.10.11,visual_only_manual_p02
EFTA00010025,2,230,3505-039,2009.11.09,Medical records,,2021.10.11,visual_only_manual_p02
EFTA00010025,2,231,3505-040,2009.11.13,Medical report,,2021.10.11,visual_only_manual_p02
EFTA00010025,3,232,3505-041,2009.12.02,Plaintiff's Notice,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,233,3505-042,2009.12.03,Response,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,234,3505-043,2009.12.04,Deposition,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,235,3505-044,2009.12.04,Deposition,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,236,3505-045,2009.12.04,Deposition Exhibit,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,237,3505-046,2009.12.04,Deposition Exhibit,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,238,3505-047,2009.12.04,Deposition Exhibit,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,239,3505-048,2009.12.09,Notes,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,240,3505-049,2009.12.18,Settlement Resolution Notice,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,241,3505-050,2010.10.14,Arrest report,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,242,3505-051,2011.03.12,FBI Report,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,243,3505-052,2011.03.12,FBI Report,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,244,3505-053,2011.04.20,Arrest report,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,245,3505-054,2011.11.16,Arrest report,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,246,3505-055,2012.02.28,Arrest report,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,247,3505-056,2012.09.30,Arrest report,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,248,3505-057,2013.03.07,Arrest report,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,249,3505-058,2014.02.26,Transcript,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,250,3505-059,2019.03.19,Interview 302,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,251,3505-060,2019.03.19,Notes,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,252,3505-061,2019.07.23,Email,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,253,3505-062,2019.08.07,Email,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,254,3505-063,2019.08.23,Email,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,255,3505-064,2020.02.25,Email,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,256,3505-065,2020.03.10,Email,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,257,3505-066,2020.07.07,Email,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,258,3505-067,2020.07.16,Email,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,259,3505-068,2020.07.17,Interview 302,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,260,3505-069,2020.07.17,Notes,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,261,3505-070,2020.07.17,Email,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,262,3505-071,,Attachment to email,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,263,3505-072,,Attachment to email,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,264,3505-073,2020.08.11,Notes,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,265,3505-074,2020.08.11,Interview 302,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,266,3505-075,2020.08.11,Notes,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,267,3505-076,2021.01.19,Interview 302,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,268,3505-077,2021.01.19,Notes,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,269,3505-078,2021.01.20,Criminal history check,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,270,3505-079,2021.01.20,Interview 302,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,271,3505-080,2021.01.20,Notes,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,272,3505-081,2021.01.21,Interview 302,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,273,3505-082,2021.01.21,Notes,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,274,3505-083,2021.01.21,Exhibit to notes,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,275,3505-084,2021.01.28,Email,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,276,3505-085,2021.03.29,Grand Jury presentation,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,277,3505-086,2021.03.29,Transcript,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,278,3505-087,2021.04.18,Email,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,279,3505-088,2021.06.07,Notes,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,280,3505-089,2021.06.09,Notes,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,281,3505-090,2021.06.23,Notes,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,282,3505-091,2021.06.24,Notes,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,283,3505-092,2021.07.13,Notes,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,284,3505-093,2021.08.16,Notes,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,285,3505-094,2021.08.19,Email,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,286,3505-095,2021.08.19,Text message,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,287,3505-096,2021.08.19,Text message,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,288,3505-097,2021.08.26,Notes,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,289,3505-098,,Notes,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,290,3505-099,,Notes,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,291,3505-100,,Answers to interrogatories,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,292,3505-101,,Criminal history check,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,293,3505-102,,Criminal history check,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,294,3505-103,,Plaintiff's Response,,2021.10.11,visual_only_manual_p03
EFTA00010025,3,295,3505-104,,Plaintiff's Notice,,2021.10.11,visual_only_manual_p03
